panel,seed,step,RMSE,p
linear,1,804,0.029871851205825806,5
linear,1,805,0.029871853068470955,5
linear,1,806,0.029871845617890358,5
linear,1,807,0.029871849343180656,5
linear,1,808,0.029871847480535507,5
linear,1,809,0.029871851205825806,5
linear,1,810,0.029871849343180656,5
linear,1,811,0.029871849343180656,5
linear,1,812,0.029871847480535507,5
linear,1,813,0.029871845617890358,5
linear,1,814,0.02987184375524521,5
linear,1,815,0.029871851205825806,5
linear,1,816,0.029871849343180656,5
linear,1,817,0.029871845617890358,5
linear,1,818,0.029871847480535507,5
linear,1,819,0.029871845617890358,5
linear,1,820,0.029871853068470955,5
linear,1,821,0.029871845617890358,5
linear,1,822,0.029871845617890358,5
linear,1,823,0.029871849343180656,5
linear,1,824,0.029871849343180656,5
linear,1,825,0.029871847480535507,5
linear,1,826,0.029871849343180656,5
linear,1,827,0.02987184189260006,5
linear,1,828,0.029871845617890358,5
linear,1,829,0.029871849343180656,5
linear,1,830,0.029871849343180656,5
linear,1,831,0.02987184189260006,5
linear,1,832,0.029871847480535507,5
linear,1,833,0.02987184189260006,6
linear,1,834,0.029871845617890358,6
linear,1,835,0.029863273724913597,6
linear,1,836,0.02986355684697628,6
linear,1,837,0.029864080250263214,6
linear,1,838,0.02986348606646061,6
linear,1,839,0.02986317314207554,6
linear,1,840,0.029862556606531143,6
linear,1,841,0.029862280935049057,6
linear,1,842,0.029862143099308014,6
linear,1,843,0.029862236231565475,6
linear,1,844,0.02986219897866249,6
linear,1,845,0.02986181527376175,6
linear,1,846,0.029861781746149063,6
linear,1,847,0.029861748218536377,6
linear,1,848,0.029861735180020332,6
linear,1,849,0.029861735180020332,6
linear,1,850,0.029861710965633392,6
linear,1,851,0.029861705377697945,6
linear,1,852,0.029861658811569214,6
linear,1,853,0.0298616960644722,6
linear,1,854,0.029861703515052795,6
linear,1,855,0.02986164391040802,6
linear,1,856,0.02986166626214981,6
linear,1,857,0.029861651360988617,6
linear,1,858,0.02986164204776287,6
linear,1,859,0.029861636459827423,6
linear,1,860,0.029861636459827423,6
linear,1,861,0.029861630871891975,6
linear,1,862,0.029861614108085632,6
linear,1,863,0.029861614108085632,6
linear,1,864,0.029861608520150185,6
linear,1,865,0.02986159548163414,6
linear,1,866,0.029861586168408394,6
linear,1,867,0.029861584305763245,6
linear,1,868,0.0298615712672472,6
linear,1,869,0.0298615712672472,6
linear,1,870,0.029861565679311752,6
linear,1,871,0.029861561954021454,6
linear,1,872,0.029861560091376305,6
linear,1,873,0.029861560091376305,6
linear,1,874,0.02986155077815056,6
linear,1,875,0.02986154891550541,6
linear,1,876,0.029861554503440857,6
linear,1,877,0.02986154519021511,6
linear,1,878,0.029861539602279663,6
linear,1,879,0.029861535876989365,6
linear,1,880,0.029861535876989365,6
linear,1,881,0.029861532151699066,6
linear,1,882,0.029861532151699066,6
linear,1,883,0.029861530289053917,6
linear,1,884,0.029861530289053917,6
linear,1,885,0.029861532151699066,6
linear,1,886,0.029861532151699066,6
linear,1,887,0.02986152656376362,6
linear,1,888,0.029861528426408768,6
linear,1,889,0.029861528426408768,6
linear,1,890,0.029861530289053917,6
linear,1,891,0.029861530289053917,6
linear,1,892,0.029861530289053917,6
linear,1,893,0.029861530289053917,6
linear,1,894,0.029861530289053917,6
linear,1,895,0.029861534014344215,6
linear,1,896,0.029861541464924812,6
linear,1,897,0.029861535876989365,6
linear,1,898,0.029861535876989365,6
linear,1,899,0.029861532151699066,6
linear,1,900,0.029861535876989365,6
linear,1,901,0.029861535876989365,6
linear,1,902,0.029861541464924812,6
linear,1,903,0.029861537739634514,6
linear,1,904,0.029861541464924812,6
linear,1,905,0.029861535876989365,6
linear,1,906,0.029861534014344215,6
linear,1,907,0.029861534014344215,6
linear,1,908,0.029861534014344215,6
linear,1,909,0.029861534014344215,6
linear,1,910,0.02986154519021511,6
linear,1,911,0.029861541464924812,6
linear,1,912,0.029861537739634514,6
linear,1,913,0.029861539602279663,6
linear,1,914,0.029861535876989365,6
linear,1,915,0.029861537739634514,6
linear,1,916,0.029861537739634514,6
linear,1,917,0.029861532151699066,6
linear,1,918,0.029861535876989365,6
linear,1,919,0.029861539602279663,6
linear,1,920,0.029861535876989365,6
linear,1,921,0.029861534014344215,6
linear,1,922,0.029861535876989365,6
linear,1,923,0.029861532151699066,6
linear,1,924,0.029861534014344215,6
linear,1,925,0.029861532151699066,6
linear,1,926,0.029861530289053917,6
linear,1,927,0.029861530289053917,6
linear,1,928,0.029861535876989365,6
linear,1,929,0.029861534014344215,6
linear,1,930,0.029861535876989365,6
linear,1,931,0.029861534014344215,6
linear,1,932,0.029861535876989365,6
linear,1,933,0.029861528426408768,6
linear,1,934,0.029861535876989365,6
linear,1,935,0.029861532151699066,6
linear,1,936,0.029861534014344215,6
linear,1,937,0.029861534014344215,6
linear,1,938,0.029861532151699066,6
linear,1,939,0.029861534014344215,6
linear,1,940,0.029861534014344215,6
linear,1,941,0.029861532151699066,6
linear,1,942,0.029861534014344215,6
linear,1,943,0.029861537739634514,6
linear,1,944,0.029861537739634514,6
linear,1,945,0.029861537739634514,6
linear,1,946,0.029861534014344215,6
linear,1,947,0.029861535876989365,6
linear,1,948,0.029861534014344215,6
linear,1,949,0.029861535876989365,6
linear,1,950,0.029861534014344215,6
linear,1,951,0.029861532151699066,6
linear,1,952,0.029861535876989365,6
linear,1,953,0.029861530289053917,6
linear,1,954,0.029861534014344215,6
linear,1,955,0.029861541464924812,6
linear,1,956,0.029861535876989365,6
linear,1,957,0.029861532151699066,6
linear,1,958,0.029861535876989365,6
linear,1,959,0.029861535876989365,6
linear,1,960,0.029861537739634514,6
linear,1,961,0.029861534014344215,6
linear,1,962,0.029861537739634514,6
linear,1,963,0.029861534014344215,6
linear,1,964,0.029861539602279663,6
linear,1,965,0.029861535876989365,6
linear,1,966,0.029861537739634514,6
linear,1,967,0.029861535876989365,6
linear,1,968,0.029861532151699066,6
linear,1,969,0.029861535876989365,6
linear,1,970,0.029861534014344215,6
linear,1,971,0.029861532151699066,6
linear,1,972,0.029861535876989365,6
linear,1,973,0.029861534014344215,6
linear,1,974,0.029861532151699066,6
linear,1,975,0.029861537739634514,6
linear,1,976,0.029861534014344215,6
linear,1,977,0.029861532151699066,6
linear,1,978,0.029861530289053917,6
linear,1,979,0.029861537739634514,6
linear,1,980,0.029861537739634514,6
linear,1,981,0.029861535876989365,6
linear,1,982,0.029861534014344215,6
linear,1,983,0.029861534014344215,6
linear,1,984,0.029861537739634514,6
linear,1,985,0.029861537739634514,6
linear,1,986,0.029861535876989365,6
linear,1,987,0.029861530289053917,6
linear,1,988,0.029861535876989365,6
linear,1,989,0.029861537739634514,6
linear,1,990,0.029861541464924812,6
linear,1,991,0.029861537739634514,6
linear,1,992,0.029861534014344215,6
linear,1,993,0.029861534014344215,6
linear,1,994,0.029861537739634514,6
linear,1,995,0.029861535876989365,6
linear,1,996,0.029861535876989365,6
linear,1,997,0.029861537739634514,6
linear,1,998,0.029861532151699066,6
linear,1,999,0.029861534014344215,6
linear,1,1000,0.029861537739634514,6
linear,2,0,0.028553884476423264,1
linear,2,1,0.028633838519454002,1
linear,2,2,0.02856351062655449,1
linear,2,3,0.028578486293554306,1
linear,2,4,0.028595857322216034,1
linear,2,5,0.02851886674761772,1
linear,2,6,0.028516024351119995,1
linear,2,7,0.028513604775071144,1
linear,2,8,0.02851269207894802,1
linear,2,9,0.028513312339782715,1
linear,2,10,0.028511829674243927,1
linear,2,11,0.02851136215031147,1
linear,2,12,0.02850990556180477,1
linear,2,13,0.028508750721812248,1
linear,2,14,0.02850905992090702,1
linear,2,15,0.028509309515357018,1
linear,2,16,0.028509456664323807,1
linear,2,17,0.028508249670267105,1
linear,2,18,0.028506793081760406,1
linear,2,19,0.02850651927292347,1
linear,2,20,0.028506817296147346,1
linear,2,21,0.028507564216852188,1
linear,2,22,0.028507357463240623,1
linear,2,23,0.028506526723504066,1
linear,2,24,0.028506070375442505,1
linear,2,25,0.028505917638540268,1
linear,2,26,0.028506062924861908,1
linear,2,27,0.028505899012088776,1
linear,2,28,0.028505662456154823,1
linear,2,29,0.028505675494670868,1
linear,2,30,0.028505617752671242,1
linear,2,31,0.028505664318799973,1
linear,2,32,0.02850550413131714,1
linear,2,33,0.028505314141511917,1
linear,2,34,0.028505243360996246,1
linear,2,35,0.028505172580480576,1
linear,2,36,0.028505174443125725,1
linear,2,37,0.028505142778158188,1
linear,2,38,0.02850511111319065,1
linear,2,39,0.02850508689880371,1
linear,2,40,0.028504977002739906,1
linear,2,41,0.028504958376288414,1
linear,2,42,0.02850494720041752,1
linear,2,43,0.028504950925707817,1
linear,2,44,0.028504952788352966,1
linear,2,45,0.028504902496933937,1
linear,2,46,0.028504852205514908,1
linear,2,47,0.028504833579063416,1
linear,2,48,0.028504837304353714,1
linear,2,49,0.02850484475493431,1
linear,2,50,0.02850482240319252,1
linear,2,51,0.028504816815257072,1
linear,2,52,0.028504807502031326,1
linear,2,53,0.02850479632616043,1
linear,2,54,0.028504785150289536,1
linear,2,55,0.02850477769970894,1
linear,2,56,0.02850477211177349,1
linear,2,57,0.02850477211177349,1
linear,2,58,0.02850477024912834,1
linear,2,59,0.028504766523838043,1
linear,2,60,0.028504755347967148,1
linear,2,61,0.028504755347967148,1
linear,2,62,0.028504757210612297,1
linear,2,63,0.028504757210612297,1
linear,2,64,0.028504755347967148,1
linear,2,65,0.02850475162267685,1
linear,2,66,0.0285047497600317,1
linear,2,67,0.0285047460347414,1
linear,2,68,0.02850474789738655,1
linear,2,69,0.028504753485322,1
linear,2,70,0.028504755347967148,1
linear,2,71,0.02850475162267685,1
linear,2,72,0.0285047497600317,1
linear,2,73,0.02850474789738655,1
linear,2,74,0.0285047460347414,1
linear,2,75,0.02850474789738655,1
linear,2,76,0.0285047497600317,1
linear,2,77,0.02850475162267685,1
linear,2,78,0.02850475162267685,1
linear,2,79,0.028504753485322,1
linear,2,80,0.0285047497600317,1
linear,2,81,0.028504753485322,1
linear,2,82,0.02850475162267685,1
linear,2,83,0.028504753485322,1
linear,2,84,0.028504753485322,1
linear,2,85,0.028504753485322,1
linear,2,86,0.028504755347967148,1
linear,2,87,0.028504759073257446,1
linear,2,88,0.028504759073257446,1
linear,2,89,0.028504755347967148,1
linear,2,90,0.028504757210612297,1
linear,2,91,0.028504753485322,1
linear,2,92,0.028504755347967148,1
linear,2,93,0.028504757210612297,1
linear,2,94,0.028504757210612297,1
linear,2,95,0.028504757210612297,1
linear,2,96,0.028504759073257446,1
linear,2,97,0.028504759073257446,1
linear,2,98,0.028504759073257446,1
linear,2,99,0.028504755347967148,1
linear,2,100,0.028504757210612297,1
linear,2,101,0.028504757210612297,1
linear,2,102,0.028504759073257446,1
linear,2,103,0.028504757210612297,1
linear,2,104,0.028504759073257446,1
linear,2,105,0.028504759073257446,1
linear,2,106,0.028504759073257446,1
linear,2,107,0.028504760935902596,1
linear,2,108,0.028504759073257446,1
linear,2,109,0.028504760935902596,1
linear,2,110,0.028504760935902596,1
linear,2,111,0.028504764661192894,1
linear,2,112,0.028504762798547745,1
linear,2,113,0.028504760935902596,1
linear,2,114,0.028504766523838043,1
linear,2,115,0.028504759073257446,1
linear,2,116,0.028504760935902596,1
linear,2,117,0.028504760935902596,1
linear,2,118,0.028504764661192894,1
linear,2,119,0.028504764661192894,1
linear,2,120,0.028504766523838043,1
linear,2,121,0.028504768386483192,1
linear,2,122,0.02850477024912834,1
linear,2,123,0.028504762798547745,1
linear,2,124,0.02850477024912834,1
linear,2,125,0.028504766523838043,1
linear,2,126,0.028504766523838043,1
linear,2,127,0.02850477211177349,1
linear,2,128,0.02850477211177349,1
linear,2,129,0.028504766523838043,1
linear,2,130,0.028504766523838043,1
linear,2,131,0.028504766523838043,1
linear,2,132,0.02850477211177349,1
linear,2,133,0.02850477024912834,1
linear,2,134,0.02850477211177349,1
linear,2,135,0.028504768386483192,1
linear,2,136,0.028504766523838043,1
linear,2,137,0.02850477024912834,1
linear,2,138,0.02850477211177349,1
linear,2,139,0.02850477583706379,1
linear,2,140,0.02850477024912834,1
linear,2,141,0.02850477024912834,1
linear,2,142,0.02850477583706379,1
linear,2,143,0.02850477583706379,1
linear,2,144,0.02850477583706379,1
linear,2,145,0.02850477583706379,1
linear,2,146,0.02850477583706379,1
linear,2,147,0.02850477769970894,1
linear,2,148,0.02850477769970894,1
linear,2,149,0.02850477583706379,1
linear,2,150,0.02850477769970894,1
linear,2,151,0.02850477583706379,1
linear,2,152,0.02850477769970894,1
linear,2,153,0.02850477769970894,1
linear,2,154,0.028504779562354088,1
linear,2,155,0.02850477769970894,1
linear,2,156,0.028504779562354088,1
linear,2,157,0.028504781424999237,1
linear,2,158,0.02850477769970894,1
linear,2,159,0.02850477769970894,1
linear,2,160,0.02850477769970894,1
linear,2,161,0.028504779562354088,1
linear,2,162,0.028504779562354088,1
linear,2,163,0.028504781424999237,1
linear,2,164,0.02850477769970894,1
linear,2,165,0.028504781424999237,1
linear,2,166,0.02850477769970894,1
linear,2,167,0.028504783287644386,2
linear,2,168,0.028504781424999237,2
linear,2,169,0.028504781424999237,2
linear,2,170,0.028469428420066833,2
linear,2,171,0.028464751318097115,2
linear,2,172,0.02846672013401985,2
linear,2,173,0.02847014181315899,2
linear,2,174,0.02847059816122055,2
linear,2,175,0.02844558097422123,2
linear,2,176,0.028444452211260796,2
linear,2,177,0.02844526246190071,2
linear,2,178,0.0284454133361578,2
linear,2,179,0.02844488061964512,2
linear,2,180,0.028441952541470528,2
linear,2,181,0.02844141237437725,2
linear,2,182,0.028441032394766808,2
linear,2,183,0.028441252186894417,2
linear,2,184,0.02844102308154106,2
linear,2,185,0.028440332040190697,2
linear,2,186,0.0284403208643198,2
linear,2,187,0.02844012901186943,2
linear,2,188,0.028440063819289207,2
linear,2,189,0.028439991176128387,2
linear,2,190,0.028439851477742195,2
linear,2,191,0.028439760208129883,2
linear,2,192,0.028439637273550034,2
linear,2,193,0.028439635410904884,2
linear,2,194,0.028439568355679512,2
linear,2,195,0.02843950130045414,2
linear,2,196,0.028439495712518692,2
linear,2,197,0.028439456596970558,2
linear,2,198,0.02843940258026123,2
linear,2,199,0.0284393560141325,2
linear,2,200,0.028439344838261604,2
linear,2,201,0.028439313173294067,2
linear,2,202,0.028439301997423172,2
linear,2,203,0.028439311310648918,2
linear,2,204,0.028439274057745934,2
linear,2,205,0.028439262881875038,2
linear,2,206,0.028439264744520187,2
linear,2,207,0.028439238667488098,2
linear,2,208,0.02843923680484295,2
linear,2,209,0.028439225628972054,2
linear,2,210,0.028439214453101158,2
linear,2,211,0.02843920700252056,2
linear,2,212,0.028439201414585114,2
linear,2,213,0.028439203277230263,2
linear,2,214,0.028439199551939964,2
linear,2,215,0.028439197689294815,2
linear,2,216,0.028439195826649666,2
linear,2,217,0.028439193964004517,2
linear,2,218,0.028439193964004517,2
linear,2,219,0.028439197689294815,2
linear,2,220,0.028439199551939964,2
linear,2,221,0.028439201414585114,2
linear,2,222,0.028439205139875412,2
linear,2,223,0.028439203277230263,2
linear,2,224,0.028439201414585114,2
linear,2,225,0.028439203277230263,2
linear,2,226,0.028439205139875412,2
linear,2,227,0.028439201414585114,2
linear,2,228,0.028439205139875412,2
linear,2,229,0.028439203277230263,2
linear,2,230,0.02843920700252056,2
linear,2,231,0.02843921072781086,2
linear,2,232,0.02843920700252056,2
linear,2,233,0.02843920886516571,2
linear,2,234,0.02843920700252056,2
linear,2,235,0.02843920700252056,2
linear,2,236,0.02843920886516571,2
linear,2,237,0.02843920886516571,2
linear,2,238,0.028439214453101158,2
linear,2,239,0.02843920886516571,2
linear,2,240,0.028439214453101158,2
linear,2,241,0.028439214453101158,2
linear,2,242,0.028439214453101158,2
linear,2,243,0.028439216315746307,2
linear,2,244,0.028439218178391457,2
linear,2,245,0.028439214453101158,2
linear,2,246,0.028439214453101158,2
linear,2,247,0.028439216315746307,2
linear,2,248,0.028439216315746307,2
linear,2,249,0.028439216315746307,2
linear,2,250,0.028439221903681755,2
linear,2,251,0.028439218178391457,2
linear,2,252,0.028439216315746307,2
linear,2,253,0.028439216315746307,2
linear,2,254,0.028439220041036606,2
linear,2,255,0.028439220041036606,2
linear,2,256,0.028439221903681755,2
linear,2,257,0.028439223766326904,2
linear,2,258,0.028439216315746307,2
linear,2,259,0.028439220041036606,2
linear,2,260,0.028439216315746307,2
linear,2,261,0.028439220041036606,2
linear,2,262,0.028439220041036606,2
linear,2,263,0.028439221903681755,2
linear,2,264,0.028439214453101158,2
linear,2,265,0.028439220041036606,2
linear,2,266,0.028439221903681755,2
linear,2,267,0.028439220041036606,2
linear,2,268,0.028439220041036606,2
linear,2,269,0.028439218178391457,2
linear,2,270,0.028439220041036606,2
linear,2,271,0.028439221903681755,2
linear,2,272,0.028439218178391457,2
linear,2,273,0.028439220041036606,2
linear,2,274,0.028439214453101158,2
linear,2,275,0.028439220041036606,2
linear,2,276,0.028439221903681755,2
linear,2,277,0.028439218178391457,2
linear,2,278,0.028439214453101158,2
linear,2,279,0.028439221903681755,2
linear,2,280,0.028439220041036606,2
linear,2,281,0.028439218178391457,2
linear,2,282,0.028439221903681755,2
linear,2,283,0.028439221903681755,2
linear,2,284,0.028439218178391457,2
linear,2,285,0.028439221903681755,2
linear,2,286,0.028439221903681755,2
linear,2,287,0.028439221903681755,2
linear,2,288,0.028439216315746307,2
linear,2,289,0.028439221903681755,2
linear,2,290,0.028439221903681755,2
linear,2,291,0.028439221903681755,2
linear,2,292,0.028439218178391457,2
linear,2,293,0.028439220041036606,2
linear,2,294,0.028439216315746307,2
linear,2,295,0.028439227491617203,2
linear,2,296,0.028439220041036606,2
linear,2,297,0.028439220041036606,2
linear,2,298,0.028439223766326904,2
linear,2,299,0.028439220041036606,2
linear,2,300,0.028439225628972054,2
linear,2,301,0.028439227491617203,2
linear,2,302,0.028439221903681755,2
linear,2,303,0.028439223766326904,2
linear,2,304,0.028439225628972054,2
linear,2,305,0.028439225628972054,2
linear,2,306,0.028439229354262352,2
linear,2,307,0.028439223766326904,2
linear,2,308,0.028439227491617203,2
linear,2,309,0.028439225628972054,2
linear,2,310,0.0284392312169075,2
linear,2,311,0.028439227491617203,2
linear,2,312,0.028439227491617203,2
linear,2,313,0.028439223766326904,2
linear,2,314,0.028439225628972054,2
linear,2,315,0.028439227491617203,2
linear,2,316,0.028439229354262352,2
linear,2,317,0.028439227491617203,2
linear,2,318,0.028439227491617203,2
linear,2,319,0.028439227491617203,2
linear,2,320,0.028439229354262352,2
linear,2,321,0.028439229354262352,2
linear,2,322,0.028439227491617203,2
linear,2,323,0.028439225628972054,2
linear,2,324,0.028439227491617203,2
linear,2,325,0.028439229354262352,2
linear,2,326,0.028439229354262352,2
linear,2,327,0.028439227491617203,2
linear,2,328,0.028439227491617203,2
linear,2,329,0.028439227491617203,2
linear,2,330,0.0284392349421978,2
linear,2,331,0.0284392312169075,2
linear,2,332,0.02843923307955265,2
linear,2,333,0.028439227491617203,3
linear,2,334,0.0284392312169075,3
linear,2,335,0.028439093381166458,3
linear,2,336,0.028439076617360115,3
linear,2,337,0.028439100831747055,3
linear,2,338,0.028439104557037354,3
linear,2,339,0.02843908965587616,3
linear,2,340,0.028438998386263847,3
linear,2,341,0.028438985347747803,3
linear,2,342,0.028438985347747803,3
linear,2,343,0.02843899093568325,3
linear,2,344,0.028438987210392952,3
linear,2,345,0.028438957408070564,3
linear,2,346,0.02843894623219967,3
linear,2,347,0.02843894250690937,3
linear,2,348,0.02843894064426422,3
linear,2,349,0.028438938781619072,3
linear,2,350,0.028438935056328773,3
linear,2,351,0.028438923880457878,3
linear,2,352,0.028438923880457878,3
linear,2,353,0.02843892201781273,3
linear,2,354,0.02843892201781273,3
linear,2,355,0.028438923880457878,3
linear,2,356,0.028438912704586983,3
linear,2,357,0.028438912704586983,3
linear,2,358,0.028438912704586983,3
linear,2,359,0.028438912704586983,3
linear,2,360,0.02843891829252243,3
linear,2,361,0.028438907116651535,3
linear,2,362,0.028438908979296684,3
linear,2,363,0.028438905254006386,3
linear,2,364,0.028438908979296684,3
linear,2,365,0.028438908979296684,3
linear,2,366,0.028438903391361237,3
linear,2,367,0.028438905254006386,3
linear,2,368,0.028438903391361237,3
linear,2,369,0.028438905254006386,3
linear,2,370,0.028438908979296684,3
linear,2,371,0.028438905254006386,3
linear,2,372,0.028438905254006386,3
linear,2,373,0.028438899666070938,3
linear,2,374,0.028438905254006386,3
linear,2,375,0.028438907116651535,3
linear,2,376,0.028438901528716087,3
linear,2,377,0.028438903391361237,3
linear,2,378,0.02843889780342579,3
linear,2,379,0.028438903391361237,3
linear,2,380,0.028438912704586983,3
linear,2,381,0.028438905254006386,3
linear,2,382,0.028438901528716087,3
linear,2,383,0.02843889780342579,3
linear,2,384,0.028438903391361237,3
linear,2,385,0.028438907116651535,3
linear,2,386,0.028438899666070938,3
linear,2,387,0.028438903391361237,3
linear,2,388,0.02843889780342579,3
linear,2,389,0.028438903391361237,3
linear,2,390,0.028438907116651535,3
linear,2,391,0.028438901528716087,3
linear,2,392,0.028438901528716087,3
linear,2,393,0.028438899666070938,3
linear,2,394,0.028438905254006386,3
linear,2,395,0.028438908979296684,3
linear,2,396,0.028438899666070938,3
linear,2,397,0.028438903391361237,3
linear,2,398,0.028438899666070938,3
linear,2,399,0.028438903391361237,3
linear,2,400,0.028438914567232132,3
linear,2,401,0.028438905254006386,3
linear,2,402,0.028438903391361237,3
linear,2,403,0.028438901528716087,3
linear,2,404,0.028438905254006386,3
linear,2,405,0.028438912704586983,3
linear,2,406,0.028438903391361237,3
linear,2,407,0.028438908979296684,3
linear,2,408,0.028438901528716087,3
linear,2,409,0.028438905254006386,3
linear,2,410,0.028438908979296684,3
linear,2,411,0.028438901528716087,3
linear,2,412,0.028438903391361237,3
linear,2,413,0.028438899666070938,3
linear,2,414,0.028438907116651535,3
linear,2,415,0.028438914567232132,3
linear,2,416,0.028438899666070938,3
linear,2,417,0.028438905254006386,3
linear,2,418,0.028438903391361237,3
linear,2,419,0.028438908979296684,3
linear,2,420,0.028438912704586983,3
linear,2,421,0.028438905254006386,3
linear,2,422,0.028438908979296684,3
linear,2,423,0.028438899666070938,3
linear,2,424,0.028438907116651535,3
linear,2,425,0.02843891642987728,3
linear,2,426,0.028438899666070938,3
linear,2,427,0.028438907116651535,3
linear,2,428,0.028438905254006386,3
linear,2,429,0.028438907116651535,3
linear,2,430,0.028438912704586983,3
linear,2,431,0.028438908979296684,3
linear,2,432,0.028438905254006386,3
linear,2,433,0.028438901528716087,3
linear,2,434,0.028438908979296684,3
linear,2,435,0.028438907116651535,3
linear,2,436,0.028438905254006386,3
linear,2,437,0.028438907116651535,3
linear,2,438,0.028438903391361237,3
linear,2,439,0.028438912704586983,3
linear,2,440,0.028438914567232132,3
linear,2,441,0.028438907116651535,3
linear,2,442,0.028438907116651535,3
linear,2,443,0.028438905254006386,3
linear,2,444,0.028438908979296684,3
linear,2,445,0.028438914567232132,3
linear,2,446,0.028438907116651535,3
linear,2,447,0.028438910841941833,3
linear,2,448,0.028438907116651535,3
linear,2,449,0.028438907116651535,3
linear,2,450,0.02843891642987728,3
linear,2,451,0.028438908979296684,3
linear,2,452,0.028438908979296684,3
linear,2,453,0.028438905254006386,3
linear,2,454,0.028438912704586983,3
linear,2,455,0.02843891642987728,3
linear,2,456,0.028438908979296684,3
linear,2,457,0.028438908979296684,3
linear,2,458,0.028438905254006386,3
linear,2,459,0.028438912704586983,3
linear,2,460,0.028438914567232132,3
linear,2,461,0.028438907116651535,3
linear,2,462,0.028438908979296684,3
linear,2,463,0.028438908979296684,3
linear,2,464,0.028438908979296684,3
linear,2,465,0.02843891642987728,3
linear,2,466,0.028438908979296684,3
linear,2,467,0.028438910841941833,3
linear,2,468,0.028438907116651535,3
linear,2,469,0.028438908979296684,3
linear,2,470,0.028438914567232132,3
linear,2,471,0.028438914567232132,3
linear,2,472,0.028438908979296684,3
linear,2,473,0.028438908979296684,3
linear,2,474,0.028438914567232132,3
linear,2,475,0.02843891642987728,3
linear,2,476,0.028438912704586983,3
linear,2,477,0.028438907116651535,3
linear,2,478,0.028438908979296684,3
linear,2,479,0.028438912704586983,3
linear,2,480,0.02843891642987728,3
linear,2,481,0.028438908979296684,3
linear,2,482,0.028438908979296684,3
linear,2,483,0.028438907116651535,3
linear,2,484,0.028438908979296684,3
linear,2,485,0.028438912704586983,3
linear,2,486,0.028438914567232132,3
linear,2,487,0.02843891642987728,3
linear,2,488,0.028438912704586983,3
linear,2,489,0.028438914567232132,3
linear,2,490,0.028438914567232132,3
linear,2,491,0.028438907116651535,3
linear,2,492,0.028438914567232132,3
linear,2,493,0.028438912704586983,3
linear,2,494,0.028438914567232132,3
linear,2,495,0.02843891642987728,3
linear,2,496,0.028438908979296684,3
linear,2,497,0.028438912704586983,3
linear,2,498,0.028438910841941833,3
linear,2,499,0.02843891642987728,3
linear,2,500,0.02843632735311985,4
linear,2,501,0.02843649685382843,4
linear,2,502,0.028436603024601936,4
linear,2,503,0.028436388820409775,4
linear,2,504,0.028436388820409775,4
linear,2,505,0.028436223044991493,4
linear,2,506,0.028436025604605675,4
linear,2,507,0.028436068445444107,4
linear,2,508,0.028436074033379555,4
linear,2,509,0.02843599207699299,4
linear,2,510,0.028435932472348213,4
linear,2,511,0.02843583934009075,4
linear,2,512,0.028435833752155304,4
linear,2,513,0.028435837477445602,4
linear,2,514,0.02843581698834896,4
linear,2,515,0.02843579277396202,4
linear,2,516,0.028435759246349335,4
linear,2,517,0.028435779735445976,4
linear,2,518,0.028435753658413887,4
linear,2,519,0.028435759246349335,4
linear,2,520,0.028435762971639633,4
linear,2,521,0.028435727581381798,4
linear,2,522,0.028435736894607544,4
linear,2,523,0.028435733169317245,4
linear,2,524,0.028435740619897842,4
linear,2,525,0.028435736894607544,4
linear,2,526,0.028435736894607544,4
linear,2,527,0.028435740619897842,4
linear,2,528,0.028435727581381798,4
linear,2,529,0.028435740619897842,4
linear,2,530,0.028435738757252693,4
linear,2,531,0.028435729444026947,4
linear,2,532,0.028435736894607544,4
linear,2,533,0.028435729444026947,4
linear,2,534,0.028435736894607544,4
linear,2,535,0.028435738757252693,4
linear,2,536,0.028435735031962395,4
linear,2,537,0.028435733169317245,4
linear,2,538,0.028435731306672096,4
linear,2,539,0.028435731306672096,4
linear,2,540,0.028435733169317245,4
linear,2,541,0.028435735031962395,4
linear,2,542,0.028435733169317245,4
linear,2,543,0.028435733169317245,4
linear,2,544,0.028435731306672096,4
linear,2,545,0.028435733169317245,4
linear,2,546,0.028435731306672096,4
linear,2,547,0.028435731306672096,4
linear,2,548,0.028435727581381798,4
linear,2,549,0.028435727581381798,4
linear,2,550,0.028435729444026947,4
linear,2,551,0.028435727581381798,4
linear,2,552,0.0284357238560915,4
linear,2,553,0.028435727581381798,4
linear,2,554,0.02843572571873665,4
linear,2,555,0.028435729444026947,4
linear,2,556,0.028435727581381798,4
linear,2,557,0.0284357201308012,4
linear,2,558,0.02843572199344635,4
linear,2,559,0.0284357238560915,4
linear,2,560,0.02843572571873665,4
linear,2,561,0.028435727581381798,4
linear,2,562,0.0284357238560915,4
linear,2,563,0.02843572199344635,4
linear,2,564,0.0284357201308012,4
linear,2,565,0.028435727581381798,4
linear,2,566,0.0284357201308012,4
linear,2,567,0.02843571826815605,4
linear,2,568,0.02843572199344635,4
linear,2,569,0.02843572199344635,4
linear,2,570,0.0284357238560915,4
linear,2,571,0.02843572199344635,4
linear,2,572,0.02843572199344635,4
linear,2,573,0.0284357201308012,4
linear,2,574,0.0284357201308012,4
linear,2,575,0.028435727581381798,4
linear,2,576,0.02843572199344635,4
linear,2,577,0.0284357238560915,4
linear,2,578,0.02843572199344635,4
linear,2,579,0.0284357238560915,4
